State,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,AMBEDKAR NAGAR,2005,Whole Year ,Dry chillies,11,10
Uttar Pradesh,AMBEDKAR NAGAR,2006,Whole Year ,Dry chillies,6,6
Uttar Pradesh,AMBEDKAR NAGAR,2007,Kharif     ,Dry chillies,15,14
Uttar Pradesh,AMBEDKAR NAGAR,2008,Kharif     ,Dry chillies,3,3
Uttar Pradesh,AMBEDKAR NAGAR,2009,Kharif     ,Dry chillies,12,11
Uttar Pradesh,AMBEDKAR NAGAR,2010,Kharif     ,Dry chillies,19,17
Uttar Pradesh,AMBEDKAR NAGAR,2011,Kharif     ,Dry chillies,11,9
Uttar Pradesh,AMBEDKAR NAGAR,2012,Kharif     ,Dry chillies,32,26
Uttar Pradesh,AMBEDKAR NAGAR,2013,Kharif     ,Dry chillies,13,11
Uttar Pradesh,AMBEDKAR NAGAR,2014,Kharif     ,Dry chillies,39,32
Uttar Pradesh,AMETHI,2011,Kharif     ,Dry chillies,34,28
Uttar Pradesh,AMETHI,2012,Kharif     ,Dry chillies,29,23
Uttar Pradesh,AMETHI,2013,Kharif     ,Dry chillies,64,52
Uttar Pradesh,AMETHI,2014,Kharif     ,Dry chillies,29,24
Uttar Pradesh,AMROHA,2004,Whole Year ,Dry chillies,80,75
Uttar Pradesh,AMROHA,2005,Whole Year ,Dry chillies,78,71
Uttar Pradesh,AMROHA,2006,Whole Year ,Dry chillies,127,120
Uttar Pradesh,AMROHA,2007,Kharif     ,Dry chillies,119,115
Uttar Pradesh,AMROHA,2008,Kharif     ,Dry chillies,76,75
Uttar Pradesh,AMROHA,2009,Kharif     ,Dry chillies,96,85
Uttar Pradesh,AMROHA,2010,Kharif     ,Dry chillies,92,81
Uttar Pradesh,AMROHA,2011,Kharif     ,Dry chillies,102,85
Uttar Pradesh,AMROHA,2012,Kharif     ,Dry chillies,62,50
Uttar Pradesh,AMROHA,2013,Kharif     ,Dry chillies,39,31
Uttar Pradesh,AMROHA,2014,Kharif     ,Dry chillies,78,64
Uttar Pradesh,AURAIYA,2004,Whole Year ,Dry chillies,44,41
Uttar Pradesh,AURAIYA,2005,Whole Year ,Dry chillies,36,33
Uttar Pradesh,AURAIYA,2006,Whole Year ,Dry chillies,30,28
Uttar Pradesh,AURAIYA,2007,Kharif     ,Dry chillies,8,8
Uttar Pradesh,AURAIYA,2008,Kharif     ,Dry chillies,31,31
Uttar Pradesh,AURAIYA,2009,Kharif     ,Dry chillies,78,69
Uttar Pradesh,AURAIYA,2010,Kharif     ,Dry chillies,27,24
Uttar Pradesh,AURAIYA,2011,Kharif     ,Dry chillies,21,17
Uttar Pradesh,AURAIYA,2012,Kharif     ,Dry chillies,12,10
Uttar Pradesh,AURAIYA,2013,Kharif     ,Dry chillies,68,55
Uttar Pradesh,AURAIYA,2014,Kharif     ,Dry chillies,279,230
Uttar Pradesh,AZAMGARH,2004,Whole Year ,Dry chillies,38,36
Uttar Pradesh,AZAMGARH,2005,Whole Year ,Dry chillies,25,23
Uttar Pradesh,AZAMGARH,2006,Whole Year ,Dry chillies,24,23
Uttar Pradesh,AZAMGARH,2007,Kharif     ,Dry chillies,25,24
Uttar Pradesh,AZAMGARH,2008,Kharif     ,Dry chillies,21,21
Uttar Pradesh,AZAMGARH,2009,Kharif     ,Dry chillies,21,19
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Dry chillies,18,16
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Dry chillies,35,29
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Dry chillies,49,39
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Dry chillies,7,6
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Dry chillies,17,14
Uttar Pradesh,BAGHPAT,2004,Whole Year ,Dry chillies,40,38
Uttar Pradesh,BAGHPAT,2005,Whole Year ,Dry chillies,24,22
Uttar Pradesh,BAGHPAT,2006,Whole Year ,Dry chillies,35,33
Uttar Pradesh,BAGHPAT,2007,Kharif     ,Dry chillies,32,31
Uttar Pradesh,BAGHPAT,2008,Kharif     ,Dry chillies,33,33
Uttar Pradesh,BAGHPAT,2009,Kharif     ,Dry chillies,13,12
Uttar Pradesh,BAGHPAT,2010,Kharif     ,Dry chillies,27,24
Uttar Pradesh,BAGHPAT,2011,Kharif     ,Dry chillies,35,29
Uttar Pradesh,BAGHPAT,2012,Kharif     ,Dry chillies,11,9
Uttar Pradesh,BAGHPAT,2013,Kharif     ,Dry chillies,13,10
Uttar Pradesh,BAGHPAT,2014,Kharif     ,Dry chillies,19,16
Uttar Pradesh,BAHRAICH,2004,Whole Year ,Dry chillies,158,148
Uttar Pradesh,BAHRAICH,2005,Whole Year ,Dry chillies,235,215
Uttar Pradesh,BAHRAICH,2006,Whole Year ,Dry chillies,340,323
Uttar Pradesh,BAHRAICH,2007,Kharif     ,Dry chillies,246,237
Uttar Pradesh,BAHRAICH,2008,Kharif     ,Dry chillies,49,49
Uttar Pradesh,BAHRAICH,2009,Kharif     ,Dry chillies,206,181
Uttar Pradesh,BAHRAICH,2010,Kharif     ,Dry chillies,238,208
Uttar Pradesh,BAHRAICH,2011,Kharif     ,Dry chillies,176,146
Uttar Pradesh,BAHRAICH,2012,Kharif     ,Dry chillies,190,152
Uttar Pradesh,BAHRAICH,2013,Kharif     ,Dry chillies,264,213
Uttar Pradesh,BAHRAICH,2014,Kharif     ,Dry chillies,139,114
Uttar Pradesh,BALLIA,2004,Whole Year ,Dry chillies,144,135
Uttar Pradesh,BALLIA,2005,Whole Year ,Dry chillies,138,126
Uttar Pradesh,BALLIA,2006,Whole Year ,Dry chillies,109,103
Uttar Pradesh,BALLIA,2007,Kharif     ,Dry chillies,134,129
Uttar Pradesh,BALLIA,2008,Kharif     ,Dry chillies,84,84
Uttar Pradesh,BALLIA,2009,Kharif     ,Dry chillies,122,107
Uttar Pradesh,BALLIA,2010,Kharif     ,Dry chillies,102,89
Uttar Pradesh,BALLIA,2011,Kharif     ,Dry chillies,118,98
Uttar Pradesh,BALLIA,2012,Kharif     ,Dry chillies,119,96
Uttar Pradesh,BALLIA,2013,Kharif     ,Dry chillies,98,79
Uttar Pradesh,BALLIA,2014,Kharif     ,Dry chillies,49,40
Uttar Pradesh,BALRAMPUR,2004,Whole Year ,Dry chillies,18,17
Uttar Pradesh,BALRAMPUR,2005,Whole Year ,Dry chillies,20,18
Uttar Pradesh,BALRAMPUR,2006,Whole Year ,Dry chillies,35,33
Uttar Pradesh,BALRAMPUR,2007,Kharif     ,Dry chillies,20,19
Uttar Pradesh,BALRAMPUR,2008,Kharif     ,Dry chillies,20,20
Uttar Pradesh,BALRAMPUR,2009,Kharif     ,Dry chillies,21,19
Uttar Pradesh,BALRAMPUR,2010,Kharif     ,Dry chillies,12,11
Uttar Pradesh,BALRAMPUR,2011,Kharif     ,Dry chillies,22,19
Uttar Pradesh,BALRAMPUR,2012,Kharif     ,Dry chillies,11,9
Uttar Pradesh,BALRAMPUR,2014,Kharif     ,Dry chillies,7,6
Uttar Pradesh,BANDA,2004,Whole Year ,Dry chillies,6,6
Uttar Pradesh,BANDA,2005,Whole Year ,Dry chillies,9,8
Uttar Pradesh,BANDA,2006,Whole Year ,Dry chillies,12,11
Uttar Pradesh,BANDA,2007,Kharif     ,Dry chillies,5,5
Uttar Pradesh,BANDA,2008,Kharif     ,Dry chillies,8,8
Uttar Pradesh,BANDA,2009,Kharif     ,Dry chillies,3,3
Uttar Pradesh,BANDA,2010,Kharif     ,Dry chillies,14,12
Uttar Pradesh,BANDA,2011,Kharif     ,Dry chillies,10,8
Uttar Pradesh,BANDA,2012,Kharif     ,Dry chillies,16,13
Uttar Pradesh,BANDA,2013,Kharif     ,Dry chillies,10,8
Uttar Pradesh,BANDA,2014,Kharif     ,Dry chillies,282,233
Uttar Pradesh,BARABANKI,2004,Whole Year ,Dry chillies,477,447
Uttar Pradesh,BARABANKI,2005,Whole Year ,Dry chillies,427,390
Uttar Pradesh,BARABANKI,2006,Whole Year ,Dry chillies,455,431
Uttar Pradesh,BARABANKI,2007,Kharif     ,Dry chillies,449,433
Uttar Pradesh,BARABANKI,2008,Kharif     ,Dry chillies,445,444
Uttar Pradesh,BARABANKI,2009,Kharif     ,Dry chillies,451,397
Uttar Pradesh,BARABANKI,2010,Kharif     ,Dry chillies,395,345
Uttar Pradesh,BARABANKI,2011,Kharif     ,Dry chillies,74,62
Uttar Pradesh,BARABANKI,2012,Kharif     ,Dry chillies,307,247
Uttar Pradesh,BARABANKI,2013,Kharif     ,Dry chillies,336,271
Uttar Pradesh,BARABANKI,2014,Kharif     ,Dry chillies,283,233
Uttar Pradesh,BAREILLY,2004,Whole Year ,Dry chillies,78,73
Uttar Pradesh,BAREILLY,2005,Whole Year ,Dry chillies,97,88
Uttar Pradesh,BAREILLY,2006,Whole Year ,Dry chillies,86,81
Uttar Pradesh,BAREILLY,2007,Kharif     ,Dry chillies,50,48
Uttar Pradesh,BAREILLY,2008,Kharif     ,Dry chillies,79,79
Uttar Pradesh,BAREILLY,2009,Kharif     ,Dry chillies,88,77
Uttar Pradesh,BAREILLY,2010,Kharif     ,Dry chillies,157,137
Uttar Pradesh,BAREILLY,2011,Kharif     ,Dry chillies,251,208
Uttar Pradesh,BAREILLY,2012,Kharif     ,Dry chillies,202,162
Uttar Pradesh,BAREILLY,2013,Kharif     ,Dry chillies,54,44
Uttar Pradesh,BAREILLY,2014,Kharif     ,Dry chillies,97,80
Uttar Pradesh,BIJNOR,2004,Whole Year ,Dry chillies,48,45
Uttar Pradesh,BIJNOR,2005,Whole Year ,Dry chillies,24,22
Uttar Pradesh,BIJNOR,2006,Whole Year ,Dry chillies,60,57
Uttar Pradesh,BIJNOR,2007,Kharif     ,Dry chillies,26,25
Uttar Pradesh,BIJNOR,2008,Kharif     ,Dry chillies,47,47
Uttar Pradesh,BIJNOR,2009,Kharif     ,Dry chillies,1,1
Uttar Pradesh,BIJNOR,2010,Kharif     ,Dry chillies,6,5
Uttar Pradesh,BIJNOR,2011,Kharif     ,Dry chillies,1,1
Uttar Pradesh,BIJNOR,2012,Kharif     ,Dry chillies,2,2
Uttar Pradesh,BIJNOR,2013,Kharif     ,Dry chillies,5,4
Uttar Pradesh,BIJNOR,2014,Kharif     ,Dry chillies,15,13
Uttar Pradesh,BUDAUN,2004,Whole Year ,Dry chillies,68,64
Uttar Pradesh,BUDAUN,2005,Whole Year ,Dry chillies,50,46
Uttar Pradesh,BUDAUN,2006,Whole Year ,Dry chillies,83,79
Uttar Pradesh,BUDAUN,2007,Kharif     ,Dry chillies,90,87
Uttar Pradesh,BUDAUN,2008,Kharif     ,Dry chillies,79,79
Uttar Pradesh,BUDAUN,2009,Kharif     ,Dry chillies,62,55
Uttar Pradesh,BUDAUN,2010,Kharif     ,Dry chillies,73,64
Uttar Pradesh,BUDAUN,2011,Kharif     ,Dry chillies,1,1
Uttar Pradesh,BUDAUN,2012,Kharif     ,Dry chillies,193,155
Uttar Pradesh,BUDAUN,2013,Kharif     ,Dry chillies,249,201
Uttar Pradesh,BUDAUN,2014,Kharif     ,Dry chillies,116,95
Uttar Pradesh,BULANDSHAHR,2004,Whole Year ,Dry chillies,821,770
Uttar Pradesh,BULANDSHAHR,2005,Whole Year ,Dry chillies,589,538
Uttar Pradesh,BULANDSHAHR,2006,Whole Year ,Dry chillies,709,672
Uttar Pradesh,BULANDSHAHR,2007,Kharif     ,Dry chillies,723,697
Uttar Pradesh,BULANDSHAHR,2008,Kharif     ,Dry chillies,716,714
Uttar Pradesh,BULANDSHAHR,2009,Kharif     ,Dry chillies,712,627
Uttar Pradesh,BULANDSHAHR,2010,Kharif     ,Dry chillies,168,147
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Dry chillies,490,407
Uttar Pradesh,BULANDSHAHR,2012,Kharif     ,Dry chillies,347,279
Uttar Pradesh,BULANDSHAHR,2013,Kharif     ,Dry chillies,293,237
Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Dry chillies,329,271
Uttar Pradesh,CHANDAULI,2004,Whole Year ,Dry chillies,3,3
Uttar Pradesh,CHANDAULI,2005,Whole Year ,Dry chillies,1,1
Uttar Pradesh,CHANDAULI,2006,Whole Year ,Dry chillies,31,29
Uttar Pradesh,CHANDAULI,2007,Kharif     ,Dry chillies,8,7
Uttar Pradesh,CHANDAULI,2008,Kharif     ,Dry chillies,1,1
Uttar Pradesh,CHANDAULI,2009,Kharif     ,Dry chillies,9,8
Uttar Pradesh,CHANDAULI,2010,Kharif     ,Dry chillies,2,2
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Dry chillies,2,2
Uttar Pradesh,CHANDAULI,2014,Kharif     ,Dry chillies,2,2
Uttar Pradesh,CHITRAKOOT,2004,Whole Year ,Dry chillies,42,39
Uttar Pradesh,CHITRAKOOT,2005,Whole Year ,Dry chillies,36,33
Uttar Pradesh,CHITRAKOOT,2006,Whole Year ,Dry chillies,34,32
Uttar Pradesh,CHITRAKOOT,2007,Kharif     ,Dry chillies,26,25
Uttar Pradesh,CHITRAKOOT,2008,Kharif     ,Dry chillies,34,34
Uttar Pradesh,CHITRAKOOT,2009,Kharif     ,Dry chillies,30,26
Uttar Pradesh,CHITRAKOOT,2010,Kharif     ,Dry chillies,32,28
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Dry chillies,32,27
Uttar Pradesh,CHITRAKOOT,2012,Kharif     ,Dry chillies,21,17
Uttar Pradesh,CHITRAKOOT,2013,Kharif     ,Dry chillies,46,37
Uttar Pradesh,CHITRAKOOT,2014,Kharif     ,Dry chillies,16,13
Uttar Pradesh,DEORIA,2004,Whole Year ,Dry chillies,8,8
Uttar Pradesh,DEORIA,2005,Whole Year ,Dry chillies,5,5
Uttar Pradesh,DEORIA,2006,Whole Year ,Dry chillies,4,4
Uttar Pradesh,DEORIA,2007,Kharif     ,Dry chillies,5,5
Uttar Pradesh,DEORIA,2008,Kharif     ,Dry chillies,5,5
Uttar Pradesh,DEORIA,2009,Kharif     ,Dry chillies,5,4
Uttar Pradesh,DEORIA,2010,Kharif     ,Dry chillies,5,4
Uttar Pradesh,DEORIA,2011,Kharif     ,Dry chillies,5,4
Uttar Pradesh,ETAH,2004,Whole Year ,Dry chillies,284,267
Uttar Pradesh,ETAH,2005,Whole Year ,Dry chillies,238,217
Uttar Pradesh,ETAH,2006,Whole Year ,Dry chillies,228,216
Uttar Pradesh,ETAH,2007,Kharif     ,Dry chillies,245,236
Uttar Pradesh,ETAH,2008,Kharif     ,Dry chillies,242,241
Uttar Pradesh,ETAH,2009,Kharif     ,Dry chillies,192,169
Uttar Pradesh,ETAH,2010,Kharif     ,Dry chillies,81,71
Uttar Pradesh,ETAH,2011,Kharif     ,Dry chillies,198,164
Uttar Pradesh,ETAH,2012,Kharif     ,Dry chillies,63,50
Uttar Pradesh,ETAH,2013,Kharif     ,Dry chillies,155,125
Uttar Pradesh,ETAH,2014,Kharif     ,Dry chillies,138,114
Uttar Pradesh,ETAWAH,2004,Whole Year ,Dry chillies,188,177
Uttar Pradesh,ETAWAH,2005,Whole Year ,Dry chillies,218,199
Uttar Pradesh,ETAWAH,2006,Whole Year ,Dry chillies,207,196
Uttar Pradesh,ETAWAH,2007,Kharif     ,Dry chillies,194,187
Uttar Pradesh,ETAWAH,2008,Kharif     ,Dry chillies,314,313
Uttar Pradesh,ETAWAH,2009,Kharif     ,Dry chillies,224,197
Uttar Pradesh,ETAWAH,2010,Kharif     ,Dry chillies,195,171
Uttar Pradesh,ETAWAH,2011,Kharif     ,Dry chillies,227,188
Uttar Pradesh,ETAWAH,2012,Kharif     ,Dry chillies,161,129
Uttar Pradesh,ETAWAH,2013,Kharif     ,Dry chillies,121,98
Uttar Pradesh,ETAWAH,2014,Kharif     ,Dry chillies,144,119
Uttar Pradesh,FAIZABAD,2004,Whole Year ,Dry chillies,39,37
Uttar Pradesh,FAIZABAD,2005,Whole Year ,Dry chillies,44,40
Uttar Pradesh,FAIZABAD,2006,Whole Year ,Dry chillies,34,32
Uttar Pradesh,FAIZABAD,2007,Kharif     ,Dry chillies,57,55
Uttar Pradesh,FAIZABAD,2008,Kharif     ,Dry chillies,44,44
Uttar Pradesh,FAIZABAD,2009,Kharif     ,Dry chillies,44,39
Uttar Pradesh,FAIZABAD,2010,Kharif     ,Dry chillies,10,9
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Dry chillies,52,43
Uttar Pradesh,FAIZABAD,2012,Kharif     ,Dry chillies,8,7
Uttar Pradesh,FAIZABAD,2013,Kharif     ,Dry chillies,3,2
Uttar Pradesh,FAIZABAD,2014,Kharif     ,Dry chillies,24,20
Uttar Pradesh,FARRUKHABAD,2004,Whole Year ,Dry chillies,194,182
Uttar Pradesh,FARRUKHABAD,2005,Whole Year ,Dry chillies,238,218
Uttar Pradesh,FARRUKHABAD,2006,Whole Year ,Dry chillies,204,194
Uttar Pradesh,FARRUKHABAD,2007,Kharif     ,Dry chillies,203,195
Uttar Pradesh,FARRUKHABAD,2008,Kharif     ,Dry chillies,207,206
Uttar Pradesh,FARRUKHABAD,2009,Kharif     ,Dry chillies,209,184
Uttar Pradesh,FARRUKHABAD,2010,Kharif     ,Dry chillies,26,23
Uttar Pradesh,FARRUKHABAD,2011,Kharif     ,Dry chillies,111,92
Uttar Pradesh,FARRUKHABAD,2012,Kharif     ,Dry chillies,137,110
Uttar Pradesh,FARRUKHABAD,2013,Kharif     ,Dry chillies,197,159
Uttar Pradesh,FARRUKHABAD,2014,Kharif     ,Dry chillies,192,158
Uttar Pradesh,FATEHPUR,2004,Whole Year ,Dry chillies,2249,2111
Uttar Pradesh,FATEHPUR,2005,Whole Year ,Dry chillies,2272,2075
Uttar Pradesh,FATEHPUR,2006,Whole Year ,Dry chillies,1891,1793
Uttar Pradesh,FATEHPUR,2007,Kharif     ,Dry chillies,1866,1799
Uttar Pradesh,FATEHPUR,2008,Kharif     ,Dry chillies,2211,2204
Uttar Pradesh,FATEHPUR,2009,Kharif     ,Dry chillies,2098,1848
Uttar Pradesh,FATEHPUR,2010,Kharif     ,Dry chillies,2052,1795
Uttar Pradesh,FATEHPUR,2011,Kharif     ,Dry chillies,2301,1910
Uttar Pradesh,FATEHPUR,2012,Kharif     ,Dry chillies,2401,1929
Uttar Pradesh,FATEHPUR,2013,Kharif     ,Dry chillies,2402,1939
Uttar Pradesh,FATEHPUR,2014,Kharif     ,Dry chillies,2405,1983
Uttar Pradesh,FIROZABAD,2004,Whole Year ,Dry chillies,3753,2584
Uttar Pradesh,FIROZABAD,2005,Whole Year ,Dry chillies,1227,1121
Uttar Pradesh,FIROZABAD,2006,Whole Year ,Dry chillies,1118,1060
Uttar Pradesh,FIROZABAD,2007,Kharif     ,Dry chillies,1753,1690
Uttar Pradesh,FIROZABAD,2008,Kharif     ,Dry chillies,849,846
Uttar Pradesh,FIROZABAD,2009,Kharif     ,Dry chillies,1538,1355
Uttar Pradesh,FIROZABAD,2010,Kharif     ,Dry chillies,1295,1133
Uttar Pradesh,FIROZABAD,2011,Kharif     ,Dry chillies,1512,1255
Uttar Pradesh,FIROZABAD,2012,Kharif     ,Dry chillies,1389,1116
Uttar Pradesh,FIROZABAD,2013,Kharif     ,Dry chillies,1746,1410
Uttar Pradesh,FIROZABAD,2014,Kharif     ,Dry chillies,1393,1148
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2009,Kharif     ,Dry chillies,6,5
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2011,Kharif     ,Dry chillies,1,1
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2014,Kharif     ,Dry chillies,2,2
Uttar Pradesh,GHAZIABAD,2004,Whole Year ,Dry chillies,155,145
Uttar Pradesh,GHAZIABAD,2005,Whole Year ,Dry chillies,66,60
Uttar Pradesh,GHAZIABAD,2006,Whole Year ,Dry chillies,182,173
Uttar Pradesh,GHAZIABAD,2007,Kharif     ,Dry chillies,144,139
Uttar Pradesh,GHAZIABAD,2008,Kharif     ,Dry chillies,134,133
Uttar Pradesh,GHAZIABAD,2009,Kharif     ,Dry chillies,136,120
Uttar Pradesh,GHAZIABAD,2010,Kharif     ,Dry chillies,20,17
Uttar Pradesh,GHAZIABAD,2011,Kharif     ,Dry chillies,74,61
Uttar Pradesh,GHAZIABAD,2012,Kharif     ,Dry chillies,102,82
Uttar Pradesh,GHAZIABAD,2013,Kharif     ,Dry chillies,93,75
Uttar Pradesh,GHAZIABAD,2014,Kharif     ,Dry chillies,85,70
Uttar Pradesh,GHAZIPUR,2004,Whole Year ,Dry chillies,622,584
Uttar Pradesh,GHAZIPUR,2005,Whole Year ,Dry chillies,668,610
Uttar Pradesh,GHAZIPUR,2006,Whole Year ,Dry chillies,606,575
Uttar Pradesh,GHAZIPUR,2007,Kharif     ,Dry chillies,662,638
Uttar Pradesh,GHAZIPUR,2008,Kharif     ,Dry chillies,591,589
Uttar Pradesh,GHAZIPUR,2009,Kharif     ,Dry chillies,630,555
Uttar Pradesh,GHAZIPUR,2010,Kharif     ,Dry chillies,587,513
Uttar Pradesh,GHAZIPUR,2011,Kharif     ,Dry chillies,615,510
Uttar Pradesh,GHAZIPUR,2012,Kharif     ,Dry chillies,331,266
Uttar Pradesh,GHAZIPUR,2013,Kharif     ,Dry chillies,269,217
Uttar Pradesh,GHAZIPUR,2014,Kharif     ,Dry chillies,248,205
Uttar Pradesh,GONDA,2004,Whole Year ,Dry chillies,18,17
Uttar Pradesh,GONDA,2005,Whole Year ,Dry chillies,24,22
Uttar Pradesh,GONDA,2006,Whole Year ,Dry chillies,18,17
Uttar Pradesh,GONDA,2007,Kharif     ,Dry chillies,36,35
Uttar Pradesh,GONDA,2008,Kharif     ,Dry chillies,116,116
Uttar Pradesh,GONDA,2009,Kharif     ,Dry chillies,42,37
Uttar Pradesh,GONDA,2010,Kharif     ,Dry chillies,47,41
Uttar Pradesh,GONDA,2011,Kharif     ,Dry chillies,52,43
Uttar Pradesh,GONDA,2012,Kharif     ,Dry chillies,27,22
Uttar Pradesh,GONDA,2013,Kharif     ,Dry chillies,6,5
Uttar Pradesh,GONDA,2014,Kharif     ,Dry chillies,143,118
Uttar Pradesh,GORAKHPUR,2004,Whole Year ,Dry chillies,13,12
Uttar Pradesh,GORAKHPUR,2005,Whole Year ,Dry chillies,4,3
Uttar Pradesh,GORAKHPUR,2006,Whole Year ,Dry chillies,13,12
Uttar Pradesh,GORAKHPUR,2007,Kharif     ,Dry chillies,16,15
Uttar Pradesh,GORAKHPUR,2008,Kharif     ,Dry chillies,2,2
Uttar Pradesh,GORAKHPUR,2009,Kharif     ,Dry chillies,10,9
Uttar Pradesh,GORAKHPUR,2010,Kharif     ,Dry chillies,9,8
Uttar Pradesh,GORAKHPUR,2011,Kharif     ,Dry chillies,3,2
Uttar Pradesh,GORAKHPUR,2012,Kharif     ,Dry chillies,1,1
Uttar Pradesh,GORAKHPUR,2013,Kharif     ,Dry chillies,1,1
Uttar Pradesh,GORAKHPUR,2014,Kharif     ,Dry chillies,8,7
Uttar Pradesh,HAMIRPUR,2004,Whole Year ,Dry chillies,99,93
Uttar Pradesh,HAMIRPUR,2005,Whole Year ,Dry chillies,63,57
Uttar Pradesh,HAMIRPUR,2006,Whole Year ,Dry chillies,78,74
Uttar Pradesh,HAMIRPUR,2007,Kharif     ,Dry chillies,87,84
Uttar Pradesh,HAMIRPUR,2008,Kharif     ,Dry chillies,83,82
Uttar Pradesh,HAMIRPUR,2009,Kharif     ,Dry chillies,82,72
Uttar Pradesh,HAMIRPUR,2010,Kharif     ,Dry chillies,79,69
Uttar Pradesh,HAMIRPUR,2011,Kharif     ,Dry chillies,38,32
Uttar Pradesh,HAMIRPUR,2012,Kharif     ,Dry chillies,74,59
Uttar Pradesh,HAMIRPUR,2013,Kharif     ,Dry chillies,128,103
Uttar Pradesh,HAMIRPUR,2014,Kharif     ,Dry chillies,57,47
Uttar Pradesh,HAPUR,2014,Kharif     ,Dry chillies,40,33
Uttar Pradesh,HARDOI,2004,Whole Year ,Dry chillies,741,695
Uttar Pradesh,HARDOI,2005,Whole Year ,Dry chillies,537,491
Uttar Pradesh,HARDOI,2006,Whole Year ,Dry chillies,521,494
Uttar Pradesh,HARDOI,2007,Kharif     ,Dry chillies,529,510
Uttar Pradesh,HARDOI,2008,Kharif     ,Dry chillies,407,406
Uttar Pradesh,HARDOI,2009,Kharif     ,Dry chillies,547,482
Uttar Pradesh,HARDOI,2010,Kharif     ,Dry chillies,508,445
Uttar Pradesh,HARDOI,2011,Kharif     ,Dry chillies,351,291
Uttar Pradesh,HARDOI,2012,Kharif     ,Dry chillies,468,376
Uttar Pradesh,HARDOI,2013,Kharif     ,Dry chillies,456,368
Uttar Pradesh,HARDOI,2014,Kharif     ,Dry chillies,51,42
Uttar Pradesh,HATHRAS,2004,Whole Year ,Dry chillies,275,258
Uttar Pradesh,HATHRAS,2005,Whole Year ,Dry chillies,195,178
Uttar Pradesh,HATHRAS,2006,Whole Year ,Dry chillies,201,191
Uttar Pradesh,HATHRAS,2007,Kharif     ,Dry chillies,207,200
